anio,trimestre,provincia,hasta_512kbps,512kbps_1mbps,1mbps_6mbps,6mbps_10mbps,10mbps_20mbps,20mbps_30mbps,mas_30mbps,otros,total
2016,2,Neuquén,1.916,1.691,88.854,583.0,10.241,1.285,208.0,0.0,894.987
2016,2,Río Negro,1.189,6.107,92.158,194.0,4.877,520.0,86.0,0.0,904.331
2016,2,Salta,2.16,10.123,70.875,18.759,7.129,140.0,49.0,0.0,298.046
2016,2,San Juan,10.0,273.0,57.589,0.0,0.0,0.0,4.0,0.0,344.589
2016,2,San Luis,12.0,4.0,13.931,0.0,0.0,1.0,2.0,0.0,32.931
2016,2,Santa Cruz,244.0,26.0,31.995,142.0,20.0,0.0,0.0,0.0,463.995
2016,2,Santa Fe,9.486,67.325,374.96,68.505,60.469,6.509,1.277,0.0,588.5310000000001
2016,2,Santiago Del Estero,704.0,6.705,22.208,5.943,2.108,1.0,0.0,0.0,741.9639999999999
2016,2,Tierra Del Fuego,16.0,286.0,38.773,0.0,0.0,0.0,0.0,0.0,340.773
2016,2,Tucumán,231.0,18.515,83.945,33.891,11.31,1.032,2.0,0.0,381.693
2016,1,Buenos Aires,7.351,97.88,85.0123208955224,289.929,247.372,8.315,9.529,0.0,745.3883208955224
2016,1,Capital Federal,2.31,43.686,869.048,178.665,192.644,6.577,10.838,0.0,1303.768
2016,1,Catamarca,15.0,6.102,14.653,4.241,1.334,42.0,1.0,0.0,84.33000000000001
2016,1,Chaco,194.0,8.755,46.304,19.388,10.587,1.238,184.0,0.0,464.272
2016,1,Chubut,94.0,5.095,72.396,1.066,0.0,0.0,0.0,0.0,172.557
2016,1,Córdoba,148.0,59.484,414.452,65.763,66.455,4.143,1.039,0.0,759.3360000000001
2016,1,Corrientes,29.0,10.69,47.833,18.375,7.911,526.0,170.0,0.0,809.809
2016,1,Entre Ríos,2.864,17.749,104.137,35.104,14.057,457.0,165.0,0.0,795.911
2016,1,Formosa,1.738,5.731,14.163,3.229,2.906,544.0,5.0,0.0,576.767
2016,1,Jujuy,2.543,8.558,22.383,5.188,1.623,0.0,0.0,0.0,40.294999999999995
2016,1,La Pampa,426.0,11.065,52.117,15.0,78.0,71.0,11.0,0.0,664.182
2016,1,La Rioja,10.0,3.382,9.06,2.98,1.254,2.0,3.0,0.0,31.676000000000002
2016,1,Mendoza,235.0,21.0,175.376,47.0,43.0,5.0,17.0,0.0,543.376
2016,1,Misiones,959.0,8.502,50.061,19.195,13.363,779.0,68.0,0.0,1897.121
2016,1,Neuquén,1.72,1.737,86.31,479.0,7.893,143.0,171.0,0.0,890.6600000000001
2016,1,Río Negro,1.171,6.105,90.038,203.0,4.246,77.0,81.0,0.0,462.55999999999995
2016,1,Salta,1.119,10.765,65.646,17.748,6.643,119.0,31.0,0.0,251.921
2016,1,San Juan,9.0,309.0,56.447,0.0,0.0,0.0,2.0,0.0,376.447
2016,1,San Luis,8.0,4.0,13.645,0.0,0.0,1.0,2.0,0.0,28.645
2016,1,Santa Cruz,168.0,29.0,32.188,8.0,0.0,0.0,0.0,0.0,237.188
2016,1,Santa Fe,6.492,71.565,353.525,64.117,51.293,3.754,1.063,0.0,551.809
2016,1,Santiago Del Estero,703.0,7.219,22.805,5.769,1.898,0.0,0.0,0.0,740.691
2016,1,Tierra Del Fuego,16.0,285.0,33.003,0.0,0.0,0.0,0.0,0.0,334.003
2016,1,Tucumán,106.0,20.092,84.008,31.49,10.046,871.0,0.0,0.0,1122.636
2015,4,Buenos Aires,7.985,100.303,85.0123208955224,274.56,240.188,3.835,8.18,0.0,720.0633208955223
2015,4,Capital Federal,2.417,46.568,916.813,172.029,198.635,3.087,10.899,0.0,1350.4479999999999
2015,4,Catamarca,15.0,6.513,14.484,4.106,1.313,39.0,1.0,0.0,81.416
2015,4,Chaco,194.0,9.593,46.771,18.608,10.092,1.136,159.0,0.0,439.2
2015,4,Chubut,625.0,5.774,71.881,168.0,0.0,0.0,0.0,0.0,870.655
2015,4,Córdoba,148.0,63.746,427.471,62.989,67.151,3.336,1.088,0.0,773.781
2015,4,Corrientes,29.0,11.248,48.104,17.877,7.569,456.0,150.0,0.0,719.798
2015,4,Entre Ríos,2.865,18.883,104.224,33.989,13.668,399.0,163.0,0.0,735.629
2015,4,Formosa,1.791,6.081,14.279,2.704,2.713,519.0,4.0,0.0,550.568
2015,4,Jujuy,2.551,8.876,21.867,5.044,1.587,0.0,0.0,0.0,39.925
2015,4,La Pampa,592.0,12.951,48.798,16.0,63.0,49.0,10.0,0.0,791.749
2015,4,La Rioja,10.0,3.638,9.127,2.937,1.215,2.0,3.0,0.0,31.917
2015,4,Mendoza,241.0,23.0,174.719,38.0,41.0,5.0,13.0,0.0,535.719
2015,4,Misiones,959.0,9.169,51.029,17.281,13.69,675.0,52.0,0.0,1777.169
2015,4,Neuquén,1.727,2.061,89.678,455.0,7.934,9.0,175.0,0.0,740.4
2015,4,Río Negro,3.282,4.473,89.062,201.0,4.024,5.0,75.0,0.0,381.841
2015,4,Salta,1.122,11.387,65.677,17.139,6.507,99.0,5.0,0.0,205.832
2015,4,San Juan,9.0,386.0,55.761,0.0,0.0,0.0,2.0,0.0,452.761
2015,4,San Luis,8.0,4.0,13.473,0.0,0.0,1.0,2.0,0.0,28.473
2015,4,Santa Cruz,188.0,26.0,32.338,3.0,0.0,0.0,0.0,0.0,249.338
2015,4,Santa Fe,6.659,75.77,361.264,60.985,51.258,3.079,1.189,0.0,560.204
2015,4,Santiago Del Estero,703.0,7.836,23.074,5.669,1.856,0.0,0.0,0.0,741.435
2015,4,Tierra Del Fuego,16.0,285.0,32.662,0.0,0.0,0.0,0.0,0.0,333.662
2015,4,Tucumán,107.0,21.8,83.887,29.942,9.507,837.0,0.0,0.0,1089.136
2015,3,Buenos Aires,8.361,107.351,85.0123208955224,262.564,200.491,2.642,7.72,0.0,674.1413208955225
2015,3,Capital Federal,2.448,49.34,942.525,159.618,175.594,2.028,10.022,0.0,1341.575
2015,3,Catamarca,15.0,6.871,14.206,4.143,812.0,43.0,1.0,0.0,896.22
2015,3,Chaco,240.0,10.353,47.131,19.016,7.498,979.0,157.0,0.0,1459.998
2015,3,Chubut,641.0,5.886,71.668,167.0,0.0,0.0,0.0,0.0,885.554
2015,3,Córdoba,150.0,68.765,429.787,61.109,59.372,2.582,1.048,0.0,772.6629999999999
2015,3,Corrientes,33.0,11.921,48.127,18.168,6.111,453.0,146.0,0.0,716.327
2015,3,Entre Ríos,2.863,20.385,103.99,34.788,9.924,384.0,153.0,0.0,708.95
2015,3,Formosa,1.862,6.521,14.354,2.791,1.842,379.0,2.0,0.0,408.37
2015,3,Jujuy,2.549,9.278,21.588,5.169,966.0,0.0,0.0,0.0,1004.584
2015,3,La Pampa,613.0,13.087,47.66,9.0,55.0,39.0,10.0,0.0,786.747
2015,3,La Rioja,10.0,3.84,9.102,2.984,832.0,0.0,3.0,0.0,860.926
2015,3,Mendoza,256.0,25.0,173.43,45.0,18.0,5.0,13.0,0.0,535.4300000000001
2015,3,Misiones,958.0,9.809,51.234,17.367,11.654,559.0,43.0,0.0,1650.064
2015,3,Neuquén,1.733,2.124,85.044,210.0,6.599,2.0,155.0,0.0,462.5
2015,3,Río Negro,3.372,4.457,88.691,99.0,3.826,1.0,62.0,0.0,262.346
2015,3,Salta,1.126,12.223,65.405,17.451,4.318,61.0,5.0,0.0,166.52300000000002
2015,3,San Juan,9.0,391.0,54.963,0.0,0.0,0.0,2.0,0.0,456.963
2015,3,San Luis,9.0,4.0,13.286,0.0,0.0,1.0,2.0,0.0,29.286
2015,3,Santa Cruz,190.0,25.0,32.266,2.0,0.0,0.0,0.0,0.0,249.266
2015,3,Santa Fe,6.767,80.817,363.177,59.531,42.021,2.32,1.133,0.0,555.7660000000001
2015,3,Santiago Del Estero,703.0,8.332,23.158,5.956,1.249,0.0,0.0,0.0,741.695
2015,3,Tierra Del Fuego,15.0,285.0,36.408,2.0,0.0,0.0,0.0,0.0,338.408
2015,3,Tucumán,107.0,23.687,83.654,29.998,6.232,623.0,0.0,0.0,873.571
2015,2,Buenos Aires,8.714,137.189,85.0123208955224,243.503,159.922,2.01,6.712,0.0,643.0623208955224
2015,2,Capital Federal,2.493,51.799,990.112,148.569,142.976,1.482,9.258,0.0,1346.689
2015,2,Catamarca,15.0,7.253,14.003,3.776,593.0,37.0,1.0,0.0,671.032
2015,2,Chaco,288.0,11.058,47.551,17.675,6.337,788.0,149.0,0.0,1307.621
2015,2,Chubut,656.0,6.032,55.791,168.0,0.0,0.0,0.0,0.0,885.8230000000001
2015,2,Córdoba,156.0,72.695,434.717,54.993,46.415,1.956,903.0,0.0,1669.776
2015,2,Corrientes,34.0,12.542,48.015,17.184,5.039,379.0,126.0,0.0,621.78
2015,2,Entre Ríos,2.864,21.986,104.043,32.293,7.867,354.0,136.0,0.0,659.053
2015,2,Formosa,1.881,6.907,14.247,2.436,1.324,257.0,1.0,0.0,284.795
2015,2,Jujuy,2.479,9.474,20.248,4.792,730.0,0.0,0.0,0.0,766.993
2015,2,La Pampa,5.737,8.182,46.235,27.0,24.0,25.0,10.0,0.0,146.154
2015,2,La Rioja,10.0,4.082,9.093,2.68,641.0,0.0,3.0,0.0,669.855
2015,2,Mendoza,268.0,26.0,170.451,42.0,16.0,5.0,13.0,0.0,540.451
2015,2,Misiones,958.0,10.36,51.671,15.022,10.072,408.0,33.0,0.0,1486.125
2015,2,Neuquén,1.755,2.348,82.727,214.0,5.168,2.0,110.0,0.0,417.998
2015,2,Río Negro,3.413,4.525,87.362,97.0,3.24,1.0,51.0,0.0,247.54000000000002
2015,2,Salta,1.123,13.02,64.737,16.241,3.114,29.0,5.0,0.0,132.235
2015,2,San Juan,8.0,410.0,51.568,0.0,0.0,0.0,2.0,0.0,471.568
2015,2,San Luis,9.0,4.0,13.204,0.0,0.0,1.0,2.0,0.0,29.204
2015,2,Santa Cruz,210.0,25.0,25.519,2.0,0.0,0.0,0.0,0.0,262.519
2015,2,Santa Fe,6.827,86.016,364.441,53.205,33.894,1.856,1.014,0.0,547.2529999999999
2015,2,Santiago Del Estero,703.0,8.779,23.456,5.553,888.0,0.0,0.0,0.0,1628.788
2015,2,Tierra Del Fuego,15.0,285.0,36.073,2.0,0.0,0.0,0.0,0.0,338.073
2015,2,Tucumán,107.0,25.178,83.462,26.966,4.502,455.0,0.0,0.0,702.108
2015,1,Buenos Aires,8.882,123.589,85.0123208955224,220.07,126.958,1.561,5.7,0.0,571.7723208955225
2015,1,Capital Federal,2.545,59.084,85.0123208955224,134.151,114.569,1.195,8.401,0.0,404.9573208955224
2015,1,Catamarca,13.0,7.634,13.754,3.202,517.0,9.0,1.0,0.0,564.59
2015,1,Chaco,26.0,12.053,47.425,15.883,5.346,489.0,135.0,0.0,730.707
2015,1,Chubut,651.0,6.176,57.333,102.0,0.0,0.0,0.0,0.0,816.509
2015,1,Córdoba,157.0,78.427,432.802,46.574,37.443,1.615,815.0,0.0,1568.8609999999999
2015,1,Corrientes,36.0,13.295,47.842,15.554,4.424,235.0,98.0,0.0,450.115
2015,1,Entre Ríos,2.867,23.951,104.168,28.113,6.926,274.0,119.0,0.0,559.025
2015,1,Formosa,1.891,7.336,14.413,2.024,878.0,157.0,1.0,0.0,1061.664
2015,1,Jujuy,2.458,9.754,19.858,3.939,603.0,0.0,0.0,0.0,639.009
2015,1,La Pampa,6.059,8.054,45.038,26.0,10.0,13.0,10.0,0.0,118.151
2015,1,La Rioja,11.0,4.201,9.379,2.207,533.0,0.0,3.0,0.0,562.787
2015,1,Mendoza,287.0,24.0,169.763,38.0,16.0,6.0,11.0,0.0,551.763
2015,1,Misiones,958.0,11.136,51.906,12.387,8.543,194.0,26.0,0.0,1261.9719999999998
2015,1,Neuquén,1.895,2.577,80.787,170.0,4.067,2.0,76.0,0.0,337.326
2015,1,Río Negro,3.371,4.913,86.173,94.0,2.632,2.0,42.0,0.0,235.089
2015,1,Salta,1.123,14.151,64.992,13.955,2.569,15.0,5.0,0.0,116.79
2015,1,San Juan,8.0,445.0,51.346,0.0,0.0,0.0,2.0,0.0,506.346
2015,1,San Luis,10.0,8.0,12.72,0.0,1.0,0.0,2.0,0.0,33.72
2015,1,Santa Cruz,205.0,27.0,26.048,2.0,0.0,0.0,0.0,0.0,260.048
2015,1,Santa Fe,6.883,93.096,360.964,45.27,27.597,1.542,900.0,0.0,1435.3519999999999
2015,1,Santiago Del Estero,701.0,9.236,23.136,4.796,748.0,0.0,0.0,0.0,1486.1680000000001
2015,1,Tierra Del Fuego,14.0,609.0,36.319,2.0,0.0,0.0,0.0,0.0,661.319
2015,1,Tucumán,107.0,27.143,83.895,23.061,3.722,334.0,0.0,0.0,578.821
2014,4,Buenos Aires,8.226,132.937,85.0123208955224,203.62,104.322,997.0,5.406,0.0,1536.5233208955224
2014,4,Capital Federal,2.698,62.896,85.0123208955224,123.451,95.772,890.0,7.997,0.0,1267.8263208955225
2014,4,Catamarca,21.0,8.047,14.093,2.91,421.0,0.0,1.0,0.0,468.05
2014,4,Chaco,483.0,12.837,42.106,7.908,2.6,124.0,2.0,0.0,674.451
2014,4,Chubut,1.858,6.218,60.392,70.0,0.0,0.0,0.0,0.0,138.46800000000002
2014,4,Córdoba,1.903,85.362,427.844,41.947,30.858,1.177,782.0,0.0,1371.091
2014,4,Corrientes,40.0,13.86,42.182,7.513,2.106,0.0,9.0,0.0,114.661
2014,4,Entre Ríos,2.311,27.801,88.649,18.318,3.584,1.0,66.0,0.0,207.663
2014,4,Formosa,1.947,7.83,14.058,1.852,473.0,47.0,1.0,0.0,546.687
2014,4,Jujuy,1.88,10.427,19.74,3.443,465.0,0.0,0.0,0.0,500.49
2014,4,La Pampa,6.266,6.879,36.52,26.0,5.0,4.0,10.0,0.0,94.665
2014,4,La Rioja,9.0,4.333,9.728,1.943,386.0,0.0,3.0,0.0,414.004
2014,4,Mendoza,303.0,19.0,169.222,36.0,14.0,5.0,12.0,0.0,558.222
2014,4,Misiones,547.0,11.84,53.093,8.731,2.952,54.0,12.0,0.0,689.616
2014,4,Neuquén,1.731,2.744,80.938,126.0,3.621,2.0,66.0,0.0,283.034
2014,4,Río Negro,3.64,4.723,85.094,94.0,2.319,4.0,30.0,0.0,223.77599999999998
2014,4,Salta,54.0,16.214,63.221,12.552,1.922,0.0,4.0,0.0,151.909
2014,4,San Juan,11.0,478.0,51.628,0.0,0.0,0.0,2.0,0.0,542.628
2014,4,San Luis,9.0,0.0,13.135,0.0,0.0,1.0,2.0,0.0,25.134999999999998
2014,4,Santa Cruz,156.0,1.4,24.145,1.0,1.0,0.0,0.0,0.0,183.54500000000002
2014,4,Santa Fe,8.707,99.962,359.293,36.718,21.098,869.0,824.0,0.0,2218.7780000000002
2014,4,Santiago Del Estero,1.246,8.913,24.181,4.359,602.0,0.0,0.0,0.0,640.699
2014,4,Tierra Del Fuego,12.0,283.0,31.489,2.0,0.0,0.0,0.0,0.0,328.489
2014,4,Tucumán,17.0,28.746,85.091,20.631,2.733,196.0,0.0,0.0,350.201
2014,3,Buenos Aires,7.355,128.187,85.0123208955224,156.693,68.947,243.0,4.232,0.0,693.4263208955224
2014,3,Capital Federal,840.0,78.016,85.0123208955224,102.17,70.907,95.0,6.626,0.0,1277.7313208955222
2014,3,Catamarca,19.0,8.845,13.79,1.915,111.0,0.0,0.0,0.0,154.55
2014,3,Chaco,398.0,14.731,41.934,5.428,1.274,5.0,0.0,0.0,466.36699999999996
2014,3,Chubut,2.013,6.281,60.771,34.0,0.0,0.0,0.0,0.0,103.065
2014,3,Córdoba,660.0,98.992,435.692,28.992,18.888,84.0,664.0,0.0,1990.5639999999999
2014,3,Corrientes,21.0,15.448,41.717,5.181,1.172,0.0,0.0,0.0,84.51799999999999
2014,3,Entre Ríos,1.709,29.71,91.45,12.569,1.31,0.0,48.0,0.0,184.748
2014,3,Formosa,2.001,8.323,14.202,1.324,85.0,0.0,0.0,0.0,110.85
2014,3,Jujuy,127.0,10.979,20.216,2.305,82.0,0.0,0.0,0.0,242.5
2014,3,La Pampa,6.458,6.645,41.009,24.0,5.0,4.0,10.0,0.0,97.112
2014,3,La Rioja,10.0,4.785,9.72,1.337,61.0,0.0,0.0,0.0,86.842
2014,3,Mendoza,35.0,0.0,167.763,31.0,12.0,13.0,1.0,0.0,259.76300000000003
2014,3,Misiones,640.0,13.637,53.51,5.928,1.606,0.0,1.0,0.0,715.6809999999999
2014,3,Neuquén,1.522,3.099,80.09,107.0,2.865,10.0,27.0,0.0,231.57600000000002
2014,3,Río Negro,3.64,5.189,86.868,87.0,1.944,8.0,9.0,0.0,201.641
2014,3,Salta,732.0,17.481,66.026,8.314,388.0,0.0,0.0,0.0,1211.821
2014,3,San Juan,8.0,487.0,51.276,0.0,0.0,0.0,0.0,0.0,546.276
2014,3,San Luis,8.0,0.0,13.029,0.0,0.0,3.0,0.0,0.0,24.029
2014,3,Santa Cruz,195.0,1.624,24.248,1.0,1.0,0.0,0.0,0.0,222.87199999999999
2014,3,Santa Fe,8.23,112.593,357.615,23.962,12.124,38.0,806.0,0.0,1358.524
2014,3,Santiago Del Estero,791.0,9.914,23.826,2.867,142.0,0.0,0.0,0.0,969.607
2014,3,Tierra Del Fuego,12.0,336.0,32.348,2.0,0.0,0.0,0.0,0.0,382.348
2014,3,Tucumán,6.0,32.716,84.668,14.101,559.0,4.0,0.0,0.0,700.485
2014,2,Buenos Aires,6.902,162.274,85.0123208955224,140.226,56.549,284.0,4.309,0.0,739.2723208955224
2014,2,Capital Federal,847.0,81.431,85.0123208955224,87.359,56.004,59.0,6.427,0.0,1222.2333208955222
2014,2,Catamarca,19.0,8.844,13.794,1.915,111.0,0.0,0.0,0.0,154.553
2014,2,Chaco,412.0,14.854,41.53,5.418,1.085,5.0,0.0,0.0,479.887
2014,2,Chubut,2.064,6.582,61.868,0.0,0.0,0.0,0.0,0.0,70.51400000000001
2014,2,Córdoba,2.105,101.598,429.536,28.698,14.824,76.0,627.0,0.0,1279.761
2014,2,Corrientes,20.0,15.563,41.219,5.199,956.0,0.0,0.0,0.0,1037.981
2014,2,Entre Ríos,2.187,32.781,86.757,12.564,1.162,0.0,44.0,0.0,179.451
2014,2,Formosa,2.032,8.218,13.944,1.321,85.0,0.0,0.0,0.0,110.515
2014,2,Jujuy,1.873,11.233,18.851,2.305,82.0,0.0,0.0,0.0,116.262
2014,2,La Pampa,7.032,6.761,34.089,18.0,5.0,4.0,10.0,0.0,84.882
2014,2,La Rioja,10.0,4.785,9.719,1.337,61.0,0.0,0.0,0.0,86.841
2014,2,Mendoza,35.0,6.0,166.71,31.0,10.0,5.0,10.0,0.0,263.71000000000004
2014,2,Misiones,540.0,13.644,53.245,5.924,1.334,2.0,0.0,0.0,616.1469999999999
2014,2,Neuquén,1.531,3.206,79.087,92.0,2.289,2.0,30.0,0.0,210.113
2014,2,Río Negro,3.468,5.507,84.978,78.0,1.569,2.0,8.0,0.0,183.52199999999996
2014,2,Salta,53.0,18.818,64.44,8.293,388.0,0.0,0.0,0.0,532.5509999999999
2014,2,San Juan,10.0,507.0,51.129,0.0,0.0,0.0,0.0,0.0,568.129
2014,2,San Luis,7.0,0.0,13.045,0.0,0.0,1.0,2.0,0.0,23.045
2014,2,Santa Cruz,153.0,1.637,25.374,2.0,0.0,0.0,0.0,0.0,182.011
2014,2,Santa Fe,8.515,115.197,353.559,23.939,10.058,34.0,792.0,0.0,1337.268
2014,2,Santiago Del Estero,1.231,9.914,23.842,2.867,142.0,0.0,0.0,0.0,179.85399999999998
2014,2,Tierra Del Fuego,12.0,334.0,31.198,2.0,0.0,0.0,0.0,0.0,379.198
2014,2,Tucumán,6.0,32.714,84.675,14.101,559.0,4.0,0.0,0.0,700.49
2014,1,Buenos Aires,8.469,171.244,85.0123208955224,121.787,38.923,206.0,4.037,0.0,635.4723208955224
2014,1,Capital Federal,852.0,88.826,85.0123208955224,70.293,38.798,55.0,6.208,0.0,1196.1373208955226
2014,1,Catamarca,19.0,9.147,13.33,1.672,64.0,0.0,0.0,0.0,107.149
2014,1,Chaco,438.0,15.849,40.869,4.644,741.0,5.0,0.0,0.0,1245.362
2014,1,Chubut,7.452,10.0,61.329,0.0,0.0,0.0,0.0,0.0,78.781
2014,1,Córdoba,2.076,107.705,423.114,24.112,9.818,40.0,588.0,0.0,1194.8249999999998
2014,1,Corrientes,20.0,16.357,40.742,4.486,630.0,0.0,0.0,0.0,711.585
2014,1,Entre Ríos,2.177,35.206,85.248,10.828,746.0,0.0,43.0,0.0,922.4590000000001
2014,1,Formosa,2.062,8.475,13.685,1.133,67.0,0.0,0.0,0.0,92.355
2014,1,Jujuy,1.832,11.498,18.415,2.002,56.0,0.0,0.0,0.0,89.747
2014,1,La Pampa,7.434,6.535,32.501,17.0,5.0,4.0,10.0,0.0,82.47
2014,1,La Rioja,10.0,5.111,9.39,1.165,35.0,0.0,0.0,0.0,60.666
2014,1,Mendoza,35.0,6.0,166.655,19.0,10.0,6.0,9.0,0.0,251.655
2014,1,Misiones,545.0,14.46,52.852,5.139,958.0,0.0,0.0,0.0,1575.451
2014,1,Neuquén,4.133,987.0,77.148,84.0,1.582,2.0,22.0,0.0,1177.863
2014,1,Río Negro,4.67,4.618,84.304,73.0,1.062,1.0,8.0,0.0,176.654
2014,1,Salta,53.0,19.677,64.061,7.192,314.0,0.0,0.0,0.0,457.93
2014,1,San Juan,531.0,2.0,51.056,0.0,0.0,0.0,0.0,0.0,584.056
2014,1,San Luis,7.0,3.0,12.544,0.0,1.0,0.0,2.0,0.0,25.544
2014,1,Santa Cruz,161.0,1.625,24.972,1.0,1.0,0.0,0.0,0.0,189.597
2014,1,Santa Fe,8.456,124.468,345.225,20.328,6.845,23.0,668.0,0.0,1196.3220000000001
2014,1,Santiago Del Estero,1.234,10.531,22.817,2.422,109.0,0.0,0.0,0.0,146.004
2014,1,Tierra Del Fuego,12.0,607.0,30.902,6.0,0.0,0.0,0.0,0.0,655.902
2014,1,Tucumán,6.0,34.672,83.21,11.779,362.0,3.0,0.0,0.0,500.661
