anio,trimestre,provincia,accesos por cada 100 hogares,variacion de los accesos por cada 100 hogares
2018,2,Salta,39.94,0.004022121669180478
2018,2,San Juan,32.95,0.010426249616682037
2018,2,San Luis,15.15,0.0
2018,2,Santa Cruz,33.33,-0.006557377049180246
2018,2,Santa Fe,62.57,0.004656390494540696
2018,2,Santiago Del Estero,35.26,0.007716490425835776
2018,2,Tierra Del Fuego,91.61,0.40506134969325136
2018,2,Tucumán,41.51,0.008013598834385682
2018,3,Buenos Aires,64.44,0.026441541892322284
2018,3,Capital Federal,108.45,0.018023092086736137
2018,3,Catamarca,32.92,0.0018259281801582539
2018,3,Chaco,32.28,0.0329600000000001
2018,3,Chubut,56.39,0.02714025500910755
2018,3,Córdoba,64.24,0.015331120594278325
2018,3,Corrientes,34.25,0.013013901212658885
2018,3,Entre Ríos,50.22,0.02073170731707319
2018,3,Formosa,29.58,0.0050968399592252744
2018,3,Jujuy,23.26,-0.0072556551429789895
2018,3,La Pampa,71.75,0.009994369369369371
2018,3,La Rioja,50.73,-0.004903883876029802
2018,3,Mendoza,37.99,0.02758993778739538
2018,3,Misiones,32.1,0.0148593107809043
2018,3,Neuquén,60.49,0.004150066401062524
2018,3,Río Negro,50.54,0.007776669990029905
2018,3,Salta,39.43,-0.01276915373059584
2018,3,San Juan,33.05,0.003034901365705389
2018,3,San Luis,52.35,2.4554455445544554
2018,3,Santa Cruz,32.73,-0.018001800180018068
2018,3,Santa Fe,63.41,0.013424964040274823
2018,3,Santiago Del Estero,36.25,0.028077141236528602
2018,3,Tierra Del Fuego,92.77,0.012662373103373037
2018,3,Tucumán,41.68,0.004095398699108799
2018,4,Buenos Aires,64.6,0.0024829298572315306
2018,4,Capital Federal,108.27,-0.0016597510373445035
2018,4,Catamarca,32.23,-0.020959902794653873
2018,4,Chaco,32.59,0.009603469640644402
2018,4,Chubut,42.61,-0.2443695690725306
2018,4,Córdoba,65.09,0.013231631382316422
2018,4,Corrientes,34.57,0.009343065693430574
2018,4,Entre Ríos,54.37,0.08263639984070092
2018,4,Formosa,29.74,0.005409060175794567
2018,4,Jujuy,46.53,1.0004299226139293
2018,4,La Pampa,73.49,0.024250871080139236
2018,4,La Rioja,50.35,-0.0074906367041197575
2018,4,Mendoza,37.76,-0.006054224795999041
2018,4,Misiones,34.45,0.07320872274143309
2018,4,Neuquén,59.07,-0.02347495453794013
2018,4,Río Negro,51.86,0.02611792639493471
2018,4,Salta,39.8,0.009383717981232609
2018,4,San Juan,31.9,-0.03479576399394857
2018,4,San Luis,67.55,0.2903533906399236
2018,4,Santa Cruz,23.69,-0.2761992056217536
2018,4,Santa Fe,65.59,0.03437943542028088
2018,4,Santiago Del Estero,37.4,0.03172413793103446
2018,4,Tierra Del Fuego,93.59,0.008839064352700321
2018,4,Tucumán,41.76,0.0019193857965451588
2019,1,Buenos Aires,66.24,0.025386996904024794
2019,1,Capital Federal,109.2,0.008589637018564744
2019,1,Catamarca,32.19,-0.001241079739373263
2019,1,Chaco,32.64,0.0015342129487572187
2019,1,Chubut,43.0,0.009152781037315094
2019,1,Córdoba,65.52,0.006606237517283731
2019,1,Corrientes,35.13,0.016199016488284812
2019,1,Entre Ríos,56.79,0.044509839985286126
2019,1,Formosa,29.68,-0.0020174848688634395
2019,1,Jujuy,46.41,-0.0025789813023856523
2019,1,La Pampa,76.35,0.03891685943665801
2019,1,La Rioja,50.18,-0.00337636544190667
2019,1,Mendoza,37.66,-0.0026483050847457834
2019,1,Misiones,36.26,0.052539912917271225
2019,1,Neuquén,58.88,-0.003216522769595387
2019,1,Río Negro,53.57,0.032973389895873506
2019,1,Salta,40.1,0.007537688442211143
2019,1,San Juan,31.83,-0.0021943573667712046
2019,1,San Luis,67.34,-0.0031088082901553626
2019,1,Santa Cruz,23.67,-0.0008442380751371159
2019,1,Santa Fe,66.97,0.021039792651318834
2019,1,Santiago Del Estero,37.52,0.0032085561497328108
2019,1,Tierra Del Fuego,93.38,-0.002243829468960401
2019,1,Tucumán,41.63,-0.0031130268199233146
2019,2,Buenos Aires,67.85,0.02430555555555558
2019,2,Capital Federal,110.55,0.012362637362637319
2019,2,Catamarca,32.13,-0.0018639328984154657
2019,2,Chaco,34.14,0.045955882352941124
2019,2,Chubut,46.99,0.09279069767441861
2019,2,Córdoba,68.07,0.03891941391941378
2019,2,Corrientes,38.16,0.08625106746370603
2019,2,Entre Ríos,57.48,0.012150026413100923
2019,2,Formosa,30.42,0.024932614555256194
2019,2,Jujuy,44.51,-0.04093945270415855
2019,2,La Pampa,77.08,0.009561231172233287
2019,2,La Rioja,48.7,-0.02949382223993613
2019,2,Mendoza,40.75,0.08204992033988323
2019,2,Misiones,39.15,0.07970215113072254
2019,2,Neuquén,63.08,0.07133152173913038
2019,2,Río Negro,61.09,0.14037707672204602
2019,2,Salta,41.89,0.044638403990024944
2019,2,San Juan,35.6,0.11844172164624589
2019,2,San Luis,81.79,0.2145827145827146
2019,2,Santa Cruz,28.85,0.21884241656104764
2019,2,Santa Fe,67.42,0.006719426608929435
2019,2,Santiago Del Estero,52.79,0.40698294243070343
2019,2,Tierra Del Fuego,94.8,0.01520668237309919
2019,2,Tucumán,40.14,-0.03579149651693492
2019,3,Buenos Aires,69.36,0.02225497420781153
2019,3,Capital Federal,112.65,0.018995929443690773
2019,3,Catamarca,30.88,-0.03890445066915671
2019,3,Chaco,35.85,0.05008787346221433
2019,3,Chubut,47.57,0.012343051713130437
2019,3,Córdoba,68.59,0.007639194946378769
2019,3,Corrientes,38.49,0.008647798742138502
2019,3,Entre Ríos,57.9,0.007306889352818313
2019,3,Formosa,30.11,-0.010190664036818009
2019,3,Jujuy,44.32,-0.004268703662098305
2019,3,La Pampa,77.45,0.004800207576543869
2019,3,La Rioja,47.94,-0.015605749486653053
2019,3,Mendoza,40.74,-0.00024539877300611135
2019,3,Misiones,39.33,0.0045977011494253706
2019,3,Neuquén,64.14,0.016804058338617756
2019,3,Río Negro,63.42,0.03814044851857901
2019,3,Salta,44.48,0.06182859871090951
2019,3,San Juan,37.06,0.04101123595505629
2019,3,San Luis,85.23,0.042058931409707734
2019,3,Santa Cruz,35.63,0.2350086655112651
2019,3,Santa Fe,68.87,0.02150697122515588
2019,3,Santiago Del Estero,55.3,0.04754688387952255
2019,3,Tierra Del Fuego,96.46,0.01751054852320677
2019,3,Tucumán,39.49,-0.01619332336821122
2019,4,Buenos Aires,64.25,-0.07367358708189153
2019,4,Capital Federal,106.25,-0.05681313803817134
2019,4,Catamarca,36.44,0.18005181347150256
2019,4,Chaco,36.84,0.02761506276150638
2019,4,Chubut,51.15,0.07525751524069779
2019,4,Córdoba,70.48,0.02755503717743113
2019,4,Corrientes,38.77,0.007274616783580212
2019,4,Entre Ríos,57.99,0.0015544041450776813
2019,4,Formosa,30.47,0.011956160743938904
2019,4,Jujuy,45.38,0.02391696750902539
2019,4,La Pampa,76.92,-0.006843124596513928
2019,4,La Rioja,47.14,-0.016687526074259385
2019,4,Mendoza,33.65,-0.1740304369170349
2019,4,Misiones,39.79,0.011695906432748648
2019,4,Neuquén,59.36,-0.07452447770502024
2019,4,Río Negro,55.71,-0.1215704824976348
2019,4,Salta,50.35,0.1319694244604317
2019,4,San Juan,32.85,-0.11359956826767403
2019,4,San Luis,74.92,-0.12096679572920332
2019,4,Santa Cruz,36.71,0.030311535223126462
2019,4,Santa Fe,69.48,0.00885726731523162
2019,4,Santiago Del Estero,42.92,-0.22386980108499088
2019,4,Tierra Del Fuego,79.7,-0.1737507775243623
2019,4,Tucumán,47.65,0.20663459103570525
2020,1,Buenos Aires,64.33,0.001245136186770468
2020,1,Capital Federal,105.98,-0.002541176470588158
2020,1,Catamarca,37.62,0.03238199780461026
2020,1,Chaco,37.48,0.017372421281215855
2020,1,Chubut,51.27,0.002346041055718562
2020,1,Córdoba,70.69,0.002979568671963584
2020,1,Corrientes,38.73,-0.0010317255610009513
2020,1,Entre Ríos,56.12,-0.032246939127435814
2020,1,Formosa,30.23,-0.007876599934361628
2020,1,Jujuy,46.67,0.028426619656236163
2020,1,La Pampa,75.77,-0.014950598023921069
2020,1,La Rioja,46.35,-0.016758591429783642
2020,1,Mendoza,33.14,-0.015156017830609159
2020,1,Misiones,39.02,-0.019351595878361327
2020,1,Neuquén,61.85,0.04194743935309986
2020,1,Río Negro,55.12,-0.010590558248070425
2020,1,Salta,49.6,-0.014895729890764597
2020,1,San Juan,32.39,-0.014003044140030507
2020,1,San Luis,76.31,0.018553123331553678
2020,1,Santa Cruz,35.97,-0.020157995096703907
2020,1,Santa Fe,69.52,0.0005757052389174788
2020,1,Santiago Del Estero,42.47,-0.010484622553588174
2020,1,Tierra Del Fuego,76.07,-0.04554579673776671
2020,1,Tucumán,47.85,0.0041972717733473885
2020,2,Buenos Aires,65.22,0.013834913726099796
2020,2,Capital Federal,106.41,0.004057369314965031
2020,2,Catamarca,45.43,0.20760233918128668
2020,2,Chaco,39.83,0.06270010672358595
2020,2,Chubut,57.34,0.11839282231324355
2020,2,Córdoba,72.71,0.02857547036355923
2020,2,Corrientes,40.3,0.0405370513813581
2020,2,Entre Ríos,56.54,0.007483962936564614
2020,2,Formosa,31.14,0.030102547138604052
2020,2,Jujuy,47.89,0.026140989929290814
2020,2,La Pampa,76.1,0.004355285733139702
2020,2,La Rioja,49.84,0.07529665587918011
2020,2,Mendoza,36.25,0.09384429692214846
2020,2,Misiones,40.89,0.04792414146591484
2020,2,Neuquén,63.9,0.03314470493128541
2020,2,Río Negro,56.37,0.022677793904209098
2020,2,Salta,51.58,0.039919354838709564
2020,2,San Juan,35.09,0.08335906143871563
2020,2,San Luis,78.41,0.027519329052548835
2020,2,Santa Cruz,35.79,-0.005004170141784781
2020,2,Santa Fe,70.0,0.0069044879171462625
2020,2,Santiago Del Estero,43.47,0.023546032493524827
2020,2,Tierra Del Fuego,76.37,0.003943736032601786
2020,2,Tucumán,51.78,0.08213166144200623
2020,3,Buenos Aires,67.66,0.03741183685985883
2020,3,Capital Federal,107.68,0.01193496851799658
2020,3,Catamarca,47.16,0.03808056350429223
2020,3,Chaco,41.54,0.04293246296761244
2020,3,Chubut,68.34,0.1918381583536799
2020,3,Córdoba,75.22,0.034520698665933214
2020,3,Corrientes,41.75,0.03598014888337486
2020,3,Entre Ríos,58.19,0.029182879377431803
2020,3,Formosa,31.91,0.024727039177906196
2020,3,Jujuy,54.04,0.12841929421591147
2020,3,La Pampa,79.26,0.04152431011826563
2020,3,La Rioja,50.12,0.00561797752808979
2020,3,Mendoza,37.35,0.030344827586207046
2020,3,Misiones,41.6,0.01736365859623379
2020,3,Neuquén,65.24,0.020970266040688523
2020,3,Río Negro,57.05,0.012063154160014244
2020,3,Salta,52.32,0.014346645986816675
2020,3,San Juan,38.79,0.10544314619549722
2020,3,San Luis,79.96,0.019767886749139096
2020,3,Santa Cruz,35.95,0.004470522492316498
2020,3,Santa Fe,72.12,0.03028571428571425
2020,3,Santiago Del Estero,43.38,-0.0020703933747411307
2020,3,Tierra Del Fuego,76.81,0.005761424643184521
2020,3,Tucumán,53.23,0.02800308999613743
2020,4,Buenos Aires,68.98,0.019509311262193352
2020,4,Capital Federal,108.31,0.005850668647845447
2020,4,Catamarca,49.41,0.04770992366412208
2020,4,Chaco,43.03,0.03586904188733753
2020,4,Chubut,68.35,0.00014632718759122199
2020,4,Córdoba,78.08,0.038021802712044694
2020,4,Corrientes,42.43,0.016287425149700496
2020,4,Entre Ríos,59.47,0.02199690668499743
2020,4,Formosa,32.49,0.018176120338452062
2020,4,Jujuy,53.46,-0.010732790525536662
2020,4,La Pampa,81.77,0.03166792833711818
2020,4,La Rioja,50.11,-0.0001995211492418214
2020,4,Mendoza,38.63,0.03427041499330663
2020,4,Misiones,42.64,0.02499999999999991
2020,4,Neuquén,67.0,0.026977314530962637
2020,4,Río Negro,61.09,0.07081507449605629
2020,4,Salta,54.04,0.032874617737002954
2020,4,San Juan,36.32,-0.0636762052075277
2020,4,San Luis,81.68,0.021510755377688984
2020,4,Santa Cruz,37.0,0.029207232267037364
2020,4,Santa Fe,73.58,0.02024403771491956
2020,4,Santiago Del Estero,43.75,0.008529276164130906
2020,4,Tierra Del Fuego,76.27,-0.007030334591850096
2020,4,Tucumán,54.78,0.029118917903437902
2021,1,Buenos Aires,69.11,0.0018846042331108759
2021,1,Capital Federal,108.42,0.0010156033607238157
2021,1,Catamarca,48.9,-0.01032179720704307
2021,1,Chaco,43.14,0.0025563560306762767
2021,1,Chubut,68.99,0.009363569861009502
2021,1,Córdoba,78.59,0.006531762295082011
2021,1,Corrientes,42.66,0.0054206929059625875
2021,1,Entre Ríos,60.44,0.016310744913401676
2021,1,Formosa,32.73,0.007386888273314796
2021,1,Jujuy,55.63,0.040591096146651795
2021,1,La Pampa,81.78,0.00012229423994125632
2021,1,La Rioja,49.81,-0.005986828976252134
2021,1,Mendoza,39.15,0.013461040641987942
2021,1,Misiones,43.17,0.012429643527204437
2021,1,Neuquén,66.84,-0.002388059701492473
2021,1,Río Negro,60.88,-0.00343755115403499
2021,1,Salta,53.93,-0.002035529237601752
2021,1,San Juan,39.06,0.07544052863436135
2021,1,San Luis,81.24,-0.0053868756121451256
2021,1,Santa Cruz,41.65,0.1256756756756756
2021,1,Santa Fe,73.92,0.004620820875237852
2021,1,Santiago Del Estero,45.67,0.043885714285714306
2021,1,Tierra Del Fuego,77.35,0.014160220270093005
2021,1,Tucumán,54.82,0.0007301935012777871
2021,2,Buenos Aires,70.0,0.012878020546954083
2021,2,Capital Federal,110.14,0.015864231691569808
2021,2,Catamarca,52.34,0.07034764826175888
2021,2,Chaco,43.33,0.004404265183124645
2021,2,Chubut,72.29,0.04783301927815642
2021,2,Córdoba,80.12,0.01946812571573986
2021,2,Corrientes,43.54,0.020628223159868897
2021,2,Entre Ríos,61.66,0.020185307743216363
2021,2,Formosa,33.23,0.0152765047357164
2021,2,Jujuy,56.18,0.009886751752651302
2021,2,La Pampa,82.08,0.003668378576669129
2021,2,La Rioja,76.98,0.5454727966271833
2021,2,Mendoza,40.97,0.0464878671775224
2021,2,Misiones,45.01,0.0426221913365763
2021,2,Neuquén,69.14,0.03441053261520044
2021,2,Río Negro,61.94,0.01741130091984222
2021,2,Salta,54.93,0.018542555164101637
2021,2,San Juan,39.28,0.005632360471070186
2021,2,San Luis,83.48,0.027572624322993677
2021,2,Santa Cruz,44.01,0.05666266506602646
2021,2,Santa Fe,75.07,0.015557359307359242
2021,2,Santiago Del Estero,46.56,0.019487628640245225
2021,2,Tierra Del Fuego,67.89,-0.12230122818358102
2021,2,Tucumán,54.93,0.0020065669463700253
2021,3,Buenos Aires,71.68,0.02400000000000002
2021,3,Capital Federal,111.27,0.010259669511530678
2021,3,Catamarca,52.71,0.007069163163928138
2021,3,Chaco,42.96,-0.008539118393722567
2021,3,Chubut,80.71,0.11647530778807558
2021,3,Córdoba,81.28,0.014478282576135815
2021,3,Corrientes,44.9,0.031235645383555388
2021,3,Entre Ríos,62.18,0.008433344145313049
2021,3,Formosa,33.96,0.02196810111345182
2021,3,Jujuy,55.69,-0.008721965112139629
2021,3,La Pampa,84.28,0.026803118908382162
2021,3,La Rioja,77.26,0.003637308391789995
2021,3,Mendoza,45.55,0.11178911398584335
2021,3,Misiones,45.57,0.012441679626749691
2021,3,Neuquén,69.71,0.008244142319930425
2021,3,Río Negro,61.97,0.00048433968356476065
2021,3,Salta,55.96,0.01875113781176041
2021,3,San Juan,39.46,0.0045824847250508505
2021,3,San Luis,79.87,-0.04324389075227597
2021,3,Santa Cruz,43.75,-0.005907748239036503
2021,3,Santa Fe,75.02,-0.0006660450246436245
2021,3,Santiago Del Estero,47.0,0.009450171821305808
2021,3,Tierra Del Fuego,94.95,0.3985859478568272
2021,3,Tucumán,54.64,-0.005279446568359769
2021,4,Buenos Aires,75.66,0.05552455357142838
2021,4,Capital Federal,111.27,0.0
2021,4,Catamarca,55.25,0.04818819958262188
2021,4,Chaco,44.05,0.025372439478584585
2021,4,Chubut,82.57,0.023045471440961363
2021,4,Córdoba,84.51,0.039739173228346525
2021,4,Corrientes,45.51,0.01358574610244978
2021,4,Entre Ríos,63.16,0.01576069475715669
2021,4,Formosa,34.45,0.014428739693757464
2021,4,Jujuy,56.92,0.02208655054767461
2021,4,La Pampa,89.57,0.06276696725201703
2021,4,La Rioja,77.92,0.00854258348433845
2021,4,Mendoza,47.51,0.043029637760702455
2021,4,Misiones,49.06,0.0765854728988371
2021,4,Neuquén,73.3,0.05149906756562905
2021,4,Río Negro,65.69,0.06002904631273198
2021,4,Salta,56.81,0.015189421015010751
2021,4,San Juan,39.59,0.003294475418144982
2021,4,San Luis,80.3,0.005383748591460957
2021,4,Santa Cruz,43.05,-0.016000000000000014
2021,4,Santa Fe,77.09,0.027592641962143505
2021,4,Santiago Del Estero,47.05,0.0010638297872340718
2021,4,Tierra Del Fuego,98.4,0.03633491311216441
2021,4,Tucumán,55.93,0.023609077598828687
2022,1,Buenos Aires,76.08,0.0055511498810467685
2022,1,Capital Federal,111.8,0.004763188640244387
2022,1,Catamarca,58.21,0.05357466063348415
2022,1,Chaco,44.06,0.00022701475595932052
2022,1,Chubut,88.05,0.06636793024100762
2022,1,Córdoba,85.76,0.014791148976452506
2022,1,Corrientes,47.64,0.0468029004614372
2022,1,Entre Ríos,63.7,0.008549715009499748
2022,1,Formosa,34.96,0.014804063860667682
2022,1,Jujuy,58.06,0.02002810962754742
2022,1,La Pampa,91.66,0.02333370548174618
2022,1,La Rioja,78.77,0.010908624229979402
2022,1,Mendoza,48.74,0.02588928646600719
2022,1,Misiones,49.04,-0.00040766408479420146
2022,1,Neuquén,74.17,0.011869031377899075
2022,1,Río Negro,67.04,0.020551073222712768
2022,1,Salta,56.11,-0.01232177433550441
2022,1,San Juan,43.55,0.10002525890376335
2022,1,San Luis,80.72,0.00523038605230397
2022,1,Santa Cruz,43.34,0.006736353077816615
2022,1,Santa Fe,77.3,0.002724088727461327
2022,1,Santiago Del Estero,47.17,0.0025504782146652527
2022,1,Tierra Del Fuego,98.29,-0.001117886178861771
2022,1,Tucumán,57.39,0.02610405864473453
2022,2,Buenos Aires,77.58,0.01971608832807581
2022,2,Capital Federal,121.31,0.08506261180679786
2022,2,Catamarca,62.4,0.07198075931970438
2022,2,Chaco,43.79,-0.006128007262823476
2022,2,Chubut,83.19,-0.05519591141396929
2022,2,Córdoba,87.48,0.020055970149253755
2022,2,Corrientes,48.35,0.014903442485306506
2022,2,Entre Ríos,63.9,0.0031397174254317317
2022,2,Formosa,43.42,0.24199084668192228
2022,2,Jujuy,57.32,-0.01274543575611442
2022,2,La Pampa,92.98,0.014401047348898244
2022,2,La Rioja,80.14,0.01739240827726296
2022,2,Mendoza,49.39,0.013336068937217949
2022,2,Misiones,51.0,0.039967373572593834
2022,2,Neuquén,80.02,0.07887285964675739
2022,2,Río Negro,67.85,0.012082338902147827
2022,2,Salta,57.54,0.025485653181251067
2022,2,San Juan,49.46,0.1357060849598164
2022,2,San Luis,81.76,0.01288404360753237
2022,2,Santa Cruz,43.15,-0.004383940932164432
2022,2,Santa Fe,77.9,0.0077619663648125226
2022,2,Santiago Del Estero,47.7,0.011235955056179803
2022,2,Tierra Del Fuego,99.86,0.015973140706073696
2022,2,Tucumán,59.31,0.03345530580240452
2022,3,Buenos Aires,78.11,0.006831657643722622
2022,3,Capital Federal,122.28,0.00799604319512004
2022,3,Catamarca,65.33,0.04695512820512815
2022,3,Chaco,43.86,0.0015985384791048496
2022,3,Chubut,84.38,0.014304603918740222
2022,3,Córdoba,88.31,0.009487882944672954
2022,3,Corrientes,48.21,-0.002895553257497463
2022,3,Entre Ríos,63.67,-0.0035993740219091297
2022,3,Formosa,43.76,0.007830492860432914
2022,3,Jujuy,58.91,0.027739009071877208
2022,3,La Pampa,96.59,0.038825553882555486
2022,3,La Rioja,80.66,0.006488644871474936
2022,3,Mendoza,51.03,0.03320510224741846
2022,3,Misiones,51.82,0.01607843137254905
2022,3,Neuquén,80.37,0.00437390652336922
2022,3,Río Negro,67.98,0.0019159911569639476
2022,3,Salta,57.76,0.003823427181091299
2022,3,San Juan,50.8,0.02709260008087333
2022,3,San Luis,81.74,-0.0002446183953034309
2022,3,Santa Cruz,43.19,0.0009269988412514696
2022,3,Santa Fe,78.55,0.00834403080872903
2022,3,Santiago Del Estero,47.98,0.005870020964360512
2022,3,Tierra Del Fuego,99.51,-0.0035049068696173524
2022,3,Tucumán,61.14,0.030854830551340306
